node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
MRPL12,MRPS23,9606.ENSP00000333837,9606.ENSP00000320184,0,0,0,0,0.127,0.8,0,0.697,0.942
MRPL12,MRPL40,9606.ENSP00000333837,9606.ENSP00000333401,0,0,0,0,0.532,0.86,0.8,0.057,0.986
MRPL12,SRP72,9606.ENSP00000333837,9606.ENSP00000342181,0,0,0,0,0.054,0,0,0.42,0.428
MRPL12,PUS1,9606.ENSP00000333837,9606.ENSP00000365837,0,0,0,0,0.121,0.13,0,0.326,0.44
MRPL12,NOP56,9606.ENSP00000333837,9606.ENSP00000370589,0,0,0,0,0.253,0,0,0.318,0.469
MRPL12,POLR2A,9606.ENSP00000333837,9606.ENSP00000480158,0.111,0,0,0,0.138,0.248,0,0.189,0.47
MRPL12,RUVBL2,9606.ENSP00000333837,9606.ENSP00000473172,0,0,0,0,0.276,0.078,0,0.272,0.472
MRPL12,SRM,9606.ENSP00000333837,9606.ENSP00000366156,0,0,0,0,0.431,0,0,0.127,0.482
MRPL12,SNRPD2,9606.ENSP00000333837,9606.ENSP00000342374,0,0,0,0,0.31,0,0,0.283,0.485
MRPL12,PNPT1,9606.ENSP00000333837,9606.ENSP00000400646,0.07,0,0,0,0.116,0.13,0,0.399,0.513
MRPL12,POLR2B,9606.ENSP00000333837,9606.ENSP00000370625,0.135,0,0,0,0.238,0.252,0,0.202,0.553
MRPL12,PUM1,9606.ENSP00000333837,9606.ENSP00000391723,0,0,0,0,0,0.368,0,0.329,0.557
MRPL12,TFB2M,9606.ENSP00000333837,9606.ENSP00000355471,0.07,0,0,0,0.133,0,0,0.623,0.669
MRPL12,POLR1C,9606.ENSP00000333837,9606.ENSP00000361465,0.167,0,0,0,0.395,0.26,0,0.223,0.671
MRPL12,MRPS33,9606.ENSP00000333837,9606.ENSP00000376732,0,0,0,0,0.168,0.8,0,0,0.826
MRPL12,TOMM40,9606.ENSP00000333837,9606.ENSP00000410339,0,0,0,0,0.291,0.726,0,0.194,0.83
MRPL12,MRPS21,9606.ENSP00000333837,9606.ENSP00000461930,0,0,0,0,0.131,0.8,0,0.258,0.859
MRPL12,OXA1L,9606.ENSP00000333837,9606.ENSP00000483491,0,0,0,0,0.262,0,0.8,0.299,0.887
MRPL12,MRPS18A,9606.ENSP00000333837,9606.ENSP00000361206,0,0,0,0,0.25,0.8,0,0.368,0.897
MRPL12,RPL23,9606.ENSP00000333837,9606.ENSP00000420311,0.219,0,0,0,0.536,0.665,0,0.505,0.932
MRPL12,MRPS22,9606.ENSP00000333837,9606.ENSP00000418008,0,0,0,0,0.223,0.8,0,0.658,0.942
MRPL12,MRPS14,9606.ENSP00000333837,9606.ENSP00000420714,0.167,0,0,0,0.485,0.875,0,0.216,0.952
MRPL12,MRPS27,9606.ENSP00000333837,9606.ENSP00000426941,0,0,0,0,0.079,0.899,0,0.566,0.956
MRPL12,MRPS2,9606.ENSP00000333837,9606.ENSP00000360850,0,0,0,0,0.551,0.868,0,0.478,0.966
MRPL12,MRPS30,9606.ENSP00000333837,9606.ENSP00000424328,0,0,0,0,0.124,0.923,0,0.599,0.97
MRPL12,POLRMT,9606.ENSP00000333837,9606.ENSP00000465759,0,0,0,0,0.123,0.41,0,0.975,0.986
MRPL12,MRPS16,9606.ENSP00000333837,9606.ENSP00000362036,0.044,0,0,0,0.633,0.919,0,0.646,0.988
MRPL12,MRPL24,9606.ENSP00000333837,9606.ENSP00000354525,0.135,0,0,0,0.475,0.87,0.8,0.202,0.988
MRPL12,MRPL45,9606.ENSP00000333837,9606.ENSP00000484903,0,0,0,0,0.131,0.897,0.8,0.474,0.989
MRPL12,MRPL2,9606.ENSP00000333837,9606.ENSP00000373404,0.167,0,0,0,0.525,0.901,0.8,0.223,0.992
MRPL12,MRPL37,9606.ENSP00000333837,9606.ENSP00000354086,0,0,0,0,0.176,0.902,0.8,0.614,0.992
MRPL12,MRPL22,9606.ENSP00000333837,9606.ENSP00000431040,0.111,0,0,0,0.512,0.928,0.8,0.189,0.994
MRPL12,MRPL41,9606.ENSP00000333837,9606.ENSP00000360498,0,0,0,0,0.298,0.946,0.8,0.608,0.996
MRPL12,MRPL9,9606.ENSP00000333837,9606.ENSP00000357823,0.054,0,0,0,0.505,0.951,0.8,0.297,0.996
MRPL12,MRPL21,9606.ENSP00000333837,9606.ENSP00000354580,0.053,0,0,0,0.575,0.921,0.8,0.473,0.996
MRPL12,MRPL20,9606.ENSP00000333837,9606.ENSP00000341082,0,0,0,0,0.44,0.94,0.8,0.553,0.996
MRPL12,MRPL19,9606.ENSP00000333837,9606.ENSP00000377486,0.052,0,0,0,0.568,0.941,0.8,0.505,0.997
MRPL12,MRPL47,9606.ENSP00000333837,9606.ENSP00000417602,0,0,0,0,0.619,0.925,0.8,0.635,0.997
MRPL13,MRPS35,9606.ENSP00000306548,9606.ENSP00000081029,0,0,0,0,0.543,0.964,0,0.156,0.985
MRPL13,MRPS34,9606.ENSP00000306548,9606.ENSP00000177742,0,0,0,0,0.321,0.823,0,0,0.875
MRPL13,POLR2C,9606.ENSP00000306548,9606.ENSP00000219252,0.167,0,0,0,0.454,0.26,0,0.223,0.703
MRPL13,MRPL27,9606.ENSP00000306548,9606.ENSP00000225969,0.219,0,0.202,0,0.864,0.985,0.8,0.297,0.999
MRPL13,MRPS7,9606.ENSP00000306548,9606.ENSP00000245539,0.167,0,0.256,0,0.594,0.952,0,0.727,0.996
MRPL13,MRPL4,9606.ENSP00000306548,9606.ENSP00000253099,0.135,0,0,0,0.909,0.983,0.8,0.593,0.999
MRPL13,MRPS25,9606.ENSP00000306548,9606.ENSP00000253686,0,0,0,0,0.108,0.8,0,0,0.813
MRPL13,PTCD3,9606.ENSP00000306548,9606.ENSP00000254630,0,0,0,0,0.072,0.823,0,0.219,0.861
MRPL13,MRPL53,9606.ENSP00000306548,9606.ENSP00000258105,0,0,0,0,0.203,0.823,0.8,0,0.969
MRPL13,MRPL44,9606.ENSP00000306548,9606.ENSP00000258383,0,0,0,0,0.439,0.988,0.8,0.244,0.998
MRPL13,MRPS9,9606.ENSP00000306548,9606.ENSP00000258455,0.219,0,0,0,0.825,0.988,0,0.297,0.998
MRPL13,MRPS18B,9606.ENSP00000306548,9606.ENSP00000259873,0,0,0,0,0.199,0.823,0,0.235,0.882
MRPL13,MRPL15,9606.ENSP00000306548,9606.ENSP00000260102,0.167,0,0,0,0.943,0.994,0.8,0.223,0.999
MRPL13,MRPL3,9606.ENSP00000306548,9606.ENSP00000264995,0.135,0,0.203,0,0.877,0.994,0.8,0.201,0.999
MRPL13,MRPS5,9606.ENSP00000306548,9606.ENSP00000272418,0.167,0,0,0,0.532,0.985,0,0.223,0.995
MRPL13,NHP2,9606.ENSP00000306548,9606.ENSP00000274606,0.073,0,0,0,0.313,0.346,0,0.101,0.575
MRPL13,TATDN1,9606.ENSP00000306548,9606.ENSP00000276692,0.074,0,0,0,0.333,0,0,0.441,0.625
MRPL13,MRPL49,9606.ENSP00000306548,9606.ENSP00000279242,0,0,0,0,0.383,0.97,0.8,0.233,0.996
MRPL13,OLA1,9606.ENSP00000306548,9606.ENSP00000284719,0,0,0.241,0,0.198,0,0,0.294,0.532
MRPL13,RPMS17,9606.ENSP00000306548,9606.ENSP00000285298,0,0,0,0,0.401,0.83,0,0.294,0.922
MRPL13,MRPL17,9606.ENSP00000306548,9606.ENSP00000288937,0.219,0,0,0,0.949,0.994,0.8,0.342,0.999
MRPL13,MRPL16,9606.ENSP00000306548,9606.ENSP00000300151,0.093,0,0,0,0.506,0.994,0.8,0.181,0.999
MRPL13,NDUFA7,9606.ENSP00000306548,9606.ENSP00000301457,0,0,0,0,0.062,0,0,0.536,0.546
MRPL13,MRPL39,9606.ENSP00000306548,9606.ENSP00000305682,0,0,0,0,0.398,0.977,0.8,0.116,0.997
MRPL13,PES1,9606.ENSP00000306548,9606.ENSP00000346725,0,0,0,0,0.112,0.261,0,0.188,0.42
MRPL13,RMDN1,9606.ENSP00000306548,9606.ENSP00000385927,0,0,0,0,0.187,0,0,0.32,0.424
MRPL13,POLR2A,9606.ENSP00000306548,9606.ENSP00000480158,0.111,0,0,0,0.093,0.248,0,0.188,0.441
MRPL13,PSMG2,9606.ENSP00000306548,9606.ENSP00000325919,0,0,0,0,0.121,0,0,0.414,0.463
MRPL13,PKM,9606.ENSP00000306548,9606.ENSP00000320171,0.078,0,0,0,0.066,0.43,0,0,0.466
MRPL13,VARS,9606.ENSP00000306548,9606.ENSP00000364815,0.219,0,0,0,0.158,0,0,0.254,0.466
MRPL13,SNRPE,9606.ENSP00000306548,9606.ENSP00000400591,0.05,0,0,0,0.299,0,0,0.267,0.469
MRPL13,TFB2M,9606.ENSP00000306548,9606.ENSP00000355471,0.079,0,0,0,0.328,0,0,0.254,0.498
MRPL13,UBQLN4,9606.ENSP00000306548,9606.ENSP00000357292,0,0,0,0,0.137,0.257,0,0.361,0.555
MRPL13,NUP37,9606.ENSP00000306548,9606.ENSP00000448054,0,0,0,0,0.568,0,0,0,0.568
MRPL13,POLR2B,9606.ENSP00000306548,9606.ENSP00000370625,0.135,0,0,0,0.271,0.262,0,0.202,0.579
MRPL13,SSBP1,9606.ENSP00000306548,9606.ENSP00000419665,0,0,0,0,0.558,0.117,0,0,0.593
MRPL13,PPIH,9606.ENSP00000306548,9606.ENSP00000306614,0,0,0,0,0.233,0.551,0,0.048,0.643
MRPL13,PLEC,9606.ENSP00000306548,9606.ENSP00000323856,0,0,0,0,0.443,0.405,0,0.059,0.66
MRPL13,RPL36AL,9606.ENSP00000306548,9606.ENSP00000346012,0,0,0,0,0.462,0.38,0,0.118,0.68
MRPL13,POLR1C,9606.ENSP00000306548,9606.ENSP00000361465,0.167,0,0,0,0.446,0.26,0,0.243,0.706
MRPL13,PFDN5,9606.ENSP00000306548,9606.ENSP00000447942,0,0,0,0,0.594,0,0,0.314,0.709
MRPL13,RPL36A,9606.ENSP00000306548,9606.ENSP00000404375,0,0,0,0,0.449,0.38,0,0.379,0.769
MRPL13,RPL24,9606.ENSP00000306548,9606.ENSP00000377640,0,0,0,0,0.498,0.525,0,0.168,0.784
MRPL13,RPS27,9606.ENSP00000306548,9606.ENSP00000357555,0,0,0,0,0.478,0.525,0,0.207,0.786
MRPL13,MRPS31,9606.ENSP00000306548,9606.ENSP00000315397,0,0,0,0,0.158,0.823,0,0,0.845
MRPL13,MRPS21,9606.ENSP00000306548,9606.ENSP00000461930,0,0,0,0,0.159,0.823,0,0.067,0.849
MRPL13,MRPS27,9606.ENSP00000306548,9606.ENSP00000426941,0,0,0,0,0.059,0.823,0,0.233,0.861
MRPL13,MRPS24,9606.ENSP00000306548,9606.ENSP00000318158,0,0,0,0,0.21,0.823,0,0.083,0.861
MRPL13,MRPS23,9606.ENSP00000306548,9606.ENSP00000320184,0,0,0,0,0.282,0.822,0,0,0.867
MRPL13,RPL21,9606.ENSP00000306548,9606.ENSP00000346027,0.045,0,0,0,0.65,0.618,0,0.223,0.887
MRPL13,OXA1L,9606.ENSP00000306548,9606.ENSP00000483491,0.079,0,0,0,0.268,0.27,0.8,0.162,0.902
MRPL13,MRPS33,9606.ENSP00000306548,9606.ENSP00000376732,0,0,0,0,0.499,0.823,0,0,0.908
MRPL13,MRPS22,9606.ENSP00000306548,9606.ENSP00000418008,0,0,0,0,0.397,0.823,0,0.453,0.936
MRPL13,MRPS30,9606.ENSP00000306548,9606.ENSP00000424328,0,0,0,0,0.175,0.944,0,0.104,0.955
MRPL13,MRPL57,9606.ENSP00000306548,9606.ENSP00000310726,0,0,0,0,0.223,0.8,0.8,0,0.966
MRPL13,MRPS18A,9606.ENSP00000306548,9606.ENSP00000361206,0,0,0,0,0.558,0.955,0,0,0.979
MRPL13,RPL23,9606.ENSP00000306548,9606.ENSP00000420311,0.219,0,0,0,0.658,0.899,0,0.4,0.981
MRPL13,MRPL48,9606.ENSP00000306548,9606.ENSP00000308717,0,0,0,0,0.434,0.823,0.8,0.304,0.984
MRPL13,MRPS11,9606.ENSP00000306548,9606.ENSP00000317376,0.167,0,0.333,0,0.532,0.9,0,0.555,0.986
MRPL13,MRPL45,9606.ENSP00000306548,9606.ENSP00000484903,0,0,0,0,0.295,0.931,0.8,0.21,0.991
MRPL13,MRPS2,9606.ENSP00000306548,9606.ENSP00000360850,0.111,0,0,0,0.471,0.974,0,0.441,0.992
MRPL13,MRPL20,9606.ENSP00000306548,9606.ENSP00000341082,0.055,0,0,0,0.451,0.921,0.8,0.422,0.994
MRPL13,MRPS14,9606.ENSP00000306548,9606.ENSP00000420714,0.167,0,0,0,0.565,0.984,0,0.223,0.995
MRPL13,MRPL37,9606.ENSP00000306548,9606.ENSP00000354086,0,0,0,0,0.183,0.973,0.8,0.261,0.996
MRPL13,MRPL38,9606.ENSP00000306548,9606.ENSP00000308275,0.07,0,0,0,0.526,0.965,0.8,0,0.996
MRPL13,MRPS16,9606.ENSP00000306548,9606.ENSP00000362036,0.218,0,0,0,0.584,0.985,0,0.503,0.997
MRPL13,MRPL40,9606.ENSP00000306548,9606.ENSP00000333401,0,0,0,0,0.582,0.97,0.8,0.103,0.997
MRPL13,MRPL21,9606.ENSP00000306548,9606.ENSP00000354580,0.219,0,0,0,0.676,0.957,0.8,0.425,0.998
MRPL13,MRPL9,9606.ENSP00000306548,9606.ENSP00000357823,0,0,0,0,0.581,0.977,0.8,0.49,0.998
MRPL13,MRPL2,9606.ENSP00000306548,9606.ENSP00000373404,0.167,0,0,0,0.564,0.995,0.8,0.223,0.999
MRPL13,MRPL19,9606.ENSP00000306548,9606.ENSP00000377486,0.217,0,0,0,0.894,0.994,0.8,0.297,0.999
MRPL13,MRPL22,9606.ENSP00000306548,9606.ENSP00000431040,0.111,0,0,0,0.691,0.984,0.8,0.189,0.999
MRPL13,MRPL47,9606.ENSP00000306548,9606.ENSP00000417602,0,0,0,0,0.77,0.995,0.8,0.218,0.999
MRPL13,MRPL41,9606.ENSP00000306548,9606.ENSP00000360498,0,0,0,0,0.655,0.995,0.8,0.234,0.999
MRPL13,MRPL24,9606.ENSP00000306548,9606.ENSP00000354525,0.135,0,0,0,0.747,0.974,0.8,0.409,0.999
MRPL15,MRPS35,9606.ENSP00000260102,9606.ENSP00000081029,0,0,0,0,0.484,0.964,0,0.186,0.984
MRPL15,MRPS34,9606.ENSP00000260102,9606.ENSP00000177742,0,0,0,0,0.12,0.823,0,0,0.838
MRPL15,POLR2C,9606.ENSP00000260102,9606.ENSP00000219252,0.167,0,0,0,0.495,0.261,0,0.223,0.726
MRPL15,MRPL27,9606.ENSP00000260102,9606.ENSP00000225969,0,0,0,0,0.726,0.986,0.8,0.297,0.999
MRPL15,MRPS7,9606.ENSP00000260102,9606.ENSP00000245539,0.167,0,0,0,0.606,0.952,0,0.221,0.986
MRPL15,MRPL4,9606.ENSP00000260102,9606.ENSP00000253099,0.135,0,0,0,0.796,0.995,0.8,0.201,0.999
MRPL15,MRPS25,9606.ENSP00000260102,9606.ENSP00000253686,0,0,0,0,0.101,0.8,0,0,0.812
MRPL15,PTCD3,9606.ENSP00000260102,9606.ENSP00000254630,0,0,0,0,0.12,0.823,0,0,0.838
MRPL15,MRPL53,9606.ENSP00000260102,9606.ENSP00000258105,0,0,0,0,0.059,0.823,0.8,0,0.963
MRPL15,MRPL44,9606.ENSP00000260102,9606.ENSP00000258383,0,0,0,0,0.385,0.985,0.8,0.137,0.998
MRPL15,MRPS9,9606.ENSP00000260102,9606.ENSP00000258455,0.219,0,0,0,0.826,0.986,0,0.541,0.999
MRPL15,MRPS18B,9606.ENSP00000260102,9606.ENSP00000259873,0,0,0,0,0.133,0.823,0,0,0.84
MRPL15,PCCA,9606.ENSP00000260102,9606.ENSP00000365462,0,0,0,0,0,0,0,0.408,0.408
MRPL15,SRP72,9606.ENSP00000260102,9606.ENSP00000342181,0,0,0,0,0.149,0.341,0,0,0.415
MRPL15,SERBP1,9606.ENSP00000260102,9606.ENSP00000360034,0,0,0,0,0.142,0.347,0,0,0.415
MRPL15,NAA10,9606.ENSP00000260102,9606.ENSP00000417763,0,0,0,0,0.066,0.171,0,0.31,0.419
MRPL15,SAE1,9606.ENSP00000260102,9606.ENSP00000270225,0,0,0,0,0.122,0,0,0.38,0.433
MRPL15,SSBP1,9606.ENSP00000260102,9606.ENSP00000419665,0,0,0,0,0.148,0.371,0,0,0.441
MRPL15,OLA1,9606.ENSP00000260102,9606.ENSP00000284719,0,0,0,0,0.187,0.153,0,0.296,0.473
MRPL15,U2AF2,9606.ENSP00000260102,9606.ENSP00000307863,0,0,0,0,0.062,0.465,0,0,0.476
MRPL15,VARS,9606.ENSP00000260102,9606.ENSP00000364815,0,0,0,0,0.207,0.139,0,0.303,0.482
MRPL15,PSMG1,9606.ENSP00000260102,9606.ENSP00000329915,0,0,0,0,0.52,0,0,0,0.52
MRPL15,PKM,9606.ENSP00000260102,9606.ENSP00000320171,0.167,0,0,0,0.082,0.43,0,0.09,0.55
MRPL15,POLR2A,9606.ENSP00000260102,9606.ENSP00000480158,0.111,0,0,0,0.282,0.253,0,0.189,0.561
MRPL15,PPIH,9606.ENSP00000260102,9606.ENSP00000306614,0,0,0,0,0.109,0.551,0,0,0.583
MRPL15,POLR2B,9606.ENSP00000260102,9606.ENSP00000370625,0.135,0,0,0,0.361,0.269,0,0.192,0.629
MRPL15,RPL36A,9606.ENSP00000260102,9606.ENSP00000404375,0,0,0,0,0.445,0.38,0,0.059,0.647
MRPL15,RPL36AL,9606.ENSP00000260102,9606.ENSP00000346012,0,0,0,0,0.46,0.38,0,0.059,0.657
MRPL15,PLEC,9606.ENSP00000260102,9606.ENSP00000323856,0,0,0,0,0.429,0.379,0,0.131,0.664
MRPL15,NHP2,9606.ENSP00000260102,9606.ENSP00000274606,0.057,0,0,0,0.497,0.346,0,0.119,0.69
MRPL15,POLR1C,9606.ENSP00000260102,9606.ENSP00000361465,0.167,0,0,0,0.513,0.261,0,0.223,0.736
MRPL15,RPL24,9606.ENSP00000260102,9606.ENSP00000377640,0,0,0,0,0.47,0.525,0,0.101,0.754
MRPL15,RPS27,9606.ENSP00000260102,9606.ENSP00000357555,0,0,0,0,0.482,0.525,0,0.358,0.828
MRPL15,MRPS31,9606.ENSP00000260102,9606.ENSP00000315397,0,0,0,0,0.115,0.823,0,0,0.837
MRPL15,MRPS24,9606.ENSP00000260102,9606.ENSP00000318158,0,0,0,0,0.115,0.823,0,0,0.837
MRPL15,MRPS27,9606.ENSP00000260102,9606.ENSP00000426941,0,0,0,0,0.133,0.823,0,0,0.84
MRPL15,MRPS21,9606.ENSP00000260102,9606.ENSP00000461930,0,0,0,0,0.155,0.823,0,0,0.844
MRPL15,MRPS33,9606.ENSP00000260102,9606.ENSP00000376732,0,0,0,0,0.18,0.823,0,0,0.849
MRPL15,MRPS22,9606.ENSP00000260102,9606.ENSP00000418008,0,0,0,0,0.211,0.823,0,0,0.855
MRPL15,OXA1L,9606.ENSP00000260102,9606.ENSP00000483491,0,0,0,0,0.291,0,0.8,0.08,0.858
MRPL15,MRPS23,9606.ENSP00000260102,9606.ENSP00000320184,0,0,0,0,0.242,0.822,0,0,0.859
MRPL15,RPMS17,9606.ENSP00000260102,9606.ENSP00000285298,0,0,0,0,0.243,0.83,0,0,0.866
MRPL15,RPL21,9606.ENSP00000260102,9606.ENSP00000346027,0,0,0,0,0.641,0.618,0,0.207,0.881
MRPL15,MRPS30,9606.ENSP00000260102,9606.ENSP00000424328,0,0,0,0,0.131,0.943,0,0,0.949
MRPL15,MRPS11,9606.ENSP00000260102,9606.ENSP00000317376,0.167,0,0,0,0.531,0.9,0,0.223,0.965
MRPL15,MRPL48,9606.ENSP00000260102,9606.ENSP00000308717,0,0,0,0,0.274,0.823,0.8,0,0.972
MRPL15,MRPS18A,9606.ENSP00000260102,9606.ENSP00000361206,0,0,0,0,0.309,0.955,0,0.21,0.973
MRPL15,RPL23,9606.ENSP00000260102,9606.ENSP00000420311,0.219,0,0,0,0.665,0.899,0,0.297,0.978
MRPL15,MRPS2,9606.ENSP00000260102,9606.ENSP00000360850,0.078,0,0,0,0.46,0.964,0,0.189,0.983
MRPL15,MRPL37,9606.ENSP00000260102,9606.ENSP00000354086,0,0,0,0,0.36,0.89,0.8,0,0.984
MRPL15,MRPL57,9606.ENSP00000260102,9606.ENSP00000310726,0,0,0,0,0.101,0.919,0.8,0,0.984
MRPL15,MRPL45,9606.ENSP00000260102,9606.ENSP00000484903,0,0,0,0,0.511,0.919,0.8,0,0.991
MRPL15,MRPS14,9606.ENSP00000260102,9606.ENSP00000420714,0.167,0,0,0,0.537,0.984,0,0.221,0.994
MRPL15,MRPS5,9606.ENSP00000260102,9606.ENSP00000272418,0.167,0,0,0,0.535,0.985,0,0.524,0.996
MRPL15,MRPL49,9606.ENSP00000260102,9606.ENSP00000279242,0,0,0,0,0.188,0.985,0.8,0,0.997
MRPL15,MRPL39,9606.ENSP00000260102,9606.ENSP00000305682,0,0,0,0,0.44,0.977,0.8,0.15,0.997
MRPL15,MRPS16,9606.ENSP00000260102,9606.ENSP00000362036,0.05,0,0,0,0.58,0.986,0,0.588,0.997
MRPL15,MRPL38,9606.ENSP00000260102,9606.ENSP00000308275,0,0,0,0,0.28,0.987,0.8,0,0.998
MRPL15,MRPL20,9606.ENSP00000260102,9606.ENSP00000341082,0,0,0,0,0.319,0.988,0.8,0.297,0.998
MRPL15,MRPL9,9606.ENSP00000260102,9606.ENSP00000357823,0,0,0,0,0.695,0.977,0.8,0.297,0.998
MRPL15,MRPL2,9606.ENSP00000260102,9606.ENSP00000373404,0.167,0,0,0,0.546,0.985,0.8,0.223,0.998
MRPL15,MRPL40,9606.ENSP00000260102,9606.ENSP00000333401,0,0,0,0,0.252,0.994,0.8,0,0.999
MRPL15,MRPL41,9606.ENSP00000260102,9606.ENSP00000360498,0,0,0,0,0.142,0.994,0.8,0,0.999
MRPL15,MRPL3,9606.ENSP00000260102,9606.ENSP00000264995,0.135,0,0,0,0.925,0.995,0.8,0.201,0.999
MRPL15,MRPL24,9606.ENSP00000260102,9606.ENSP00000354525,0.135,0,0,0,0.843,0.985,0.8,0.201,0.999
MRPL15,MRPL22,9606.ENSP00000260102,9606.ENSP00000431040,0.111,0,0,0,0.622,0.984,0.8,0.189,0.999
MRPL15,MRPL16,9606.ENSP00000260102,9606.ENSP00000300151,0.093,0,0,0,0.514,0.994,0.8,0.538,0.999
MRPL15,MRPL19,9606.ENSP00000260102,9606.ENSP00000377486,0,0,0,0,0.776,0.994,0.8,0.29,0.999
MRPL15,MRPL47,9606.ENSP00000260102,9606.ENSP00000417602,0,0,0,0,0.854,0.995,0.8,0,0.999
MRPL15,MRPL21,9606.ENSP00000260102,9606.ENSP00000354580,0.106,0,0,0,0.607,0.985,0.8,0.297,0.999
MRPL15,MRPL17,9606.ENSP00000260102,9606.ENSP00000288937,0.219,0,0,0,0.878,0.986,0.8,0.297,0.999
MRPL16,MRPS35,9606.ENSP00000300151,9606.ENSP00000081029,0,0,0,0,0.29,0.96,0,0.418,0.982
MRPL16,MRPS34,9606.ENSP00000300151,9606.ENSP00000177742,0,0,0,0,0.212,0.823,0,0.374,0.905
MRPL16,POLR2C,9606.ENSP00000300151,9606.ENSP00000219252,0.093,0,0,0,0.354,0.246,0,0.301,0.65
MRPL16,MRPL27,9606.ENSP00000300151,9606.ENSP00000225969,0,0,0,0,0.498,0.986,0.8,0.29,0.998
MRPL16,MRPS7,9606.ENSP00000300151,9606.ENSP00000245539,0.093,0,0,0,0.608,0.982,0,0.391,0.995
MRPL16,MRPL4,9606.ENSP00000300151,9606.ENSP00000253099,0.077,0,0,0,0.677,0.994,0.8,0.34,0.999
MRPL16,MRPS25,9606.ENSP00000300151,9606.ENSP00000253686,0,0,0,0,0.154,0.8,0,0.298,0.87
MRPL16,PTCD3,9606.ENSP00000300151,9606.ENSP00000254630,0,0,0,0,0.081,0.823,0,0.095,0.84
MRPL16,MRPL53,9606.ENSP00000300151,9606.ENSP00000258105,0,0,0,0,0.092,0.842,0.8,0.371,0.979
MRPL16,MRPL44,9606.ENSP00000300151,9606.ENSP00000258383,0,0,0,0,0.345,0.985,0.8,0.111,0.998
MRPL16,MRPS9,9606.ENSP00000300151,9606.ENSP00000258455,0.154,0,0,0,0.468,0.983,0,0.415,0.995
MRPL16,MRPS18B,9606.ENSP00000300151,9606.ENSP00000259873,0,0,0,0,0.194,0.823,0,0.325,0.895
MRPL16,MRPL3,9606.ENSP00000300151,9606.ENSP00000264995,0.077,0,0,0,0.41,0.986,0.8,0.143,0.998
MRPL16,MRPS5,9606.ENSP00000300151,9606.ENSP00000272418,0.093,0,0,0,0.536,0.985,0,0.709,0.998
MRPL16,NHP2,9606.ENSP00000300151,9606.ENSP00000274606,0.06,0,0,0,0.421,0.261,0,0.113,0.596
MRPL16,MRPL49,9606.ENSP00000300151,9606.ENSP00000279242,0,0,0,0,0.152,0.97,0.8,0.155,0.995
MRPL16,RPMS17,9606.ENSP00000300151,9606.ENSP00000285298,0,0,0,0,0.135,0.83,0,0,0.847
MRPL16,MRPL17,9606.ENSP00000300151,9606.ENSP00000288937,0.154,0,0,0,0.51,0.986,0.8,0.201,0.998
MRPL16,PRPF4,9606.ENSP00000300151,9606.ENSP00000363313,0,0,0,0,0.042,0,0,0.408,0.408
MRPL16,SF3B2,9606.ENSP00000300151,9606.ENSP00000318861,0,0,0,0,0.076,0,0,0.392,0.415
MRPL16,POLR2A,9606.ENSP00000300151,9606.ENSP00000480158,0.073,0,0,0,0.245,0.23,0,0.14,0.474
MRPL16,PLEC,9606.ENSP00000300151,9606.ENSP00000323856,0,0,0,0,0.237,0.345,0,0.08,0.5
MRPL16,RPL24,9606.ENSP00000300151,9606.ENSP00000377640,0,0,0,0,0.239,0.368,0,0.107,0.533
MRPL16,RPL36A,9606.ENSP00000300151,9606.ENSP00000404375,0,0,0,0,0.244,0.345,0,0.143,0.538
MRPL16,TM9SF3,9606.ENSP00000300151,9606.ENSP00000360184,0,0,0,0,0,0,0,0.549,0.549
MRPL16,RPS27,9606.ENSP00000300151,9606.ENSP00000357555,0,0,0,0,0.295,0.368,0,0.1,0.564
MRPL16,RPL36AL,9606.ENSP00000300151,9606.ENSP00000346012,0,0,0,0,0.263,0.345,0,0.171,0.565
MRPL16,POLR1C,9606.ENSP00000300151,9606.ENSP00000361465,0.093,0,0,0,0.354,0.246,0,0.181,0.589
MRPL16,RPL21,9606.ENSP00000300151,9606.ENSP00000346027,0.059,0,0,0,0.437,0.397,0,0.138,0.688
MRPL16,POLR2B,9606.ENSP00000300151,9606.ENSP00000370625,0.077,0,0,0,0.245,0.241,0,0.484,0.69
MRPL16,OXA1L,9606.ENSP00000300151,9606.ENSP00000483491,0,0,0,0,0.157,0,0.8,0.066,0.828
MRPL16,MRPS21,9606.ENSP00000300151,9606.ENSP00000461930,0,0,0,0,0.087,0.823,0,0.067,0.836
MRPL16,MRPS24,9606.ENSP00000300151,9606.ENSP00000318158,0,0,0,0,0.143,0.823,0,0,0.842
MRPL16,MRPS22,9606.ENSP00000300151,9606.ENSP00000418008,0,0,0,0,0.144,0.823,0,0,0.842
MRPL16,MRPS23,9606.ENSP00000300151,9606.ENSP00000320184,0,0,0,0,0.26,0.822,0,0.107,0.872
MRPL16,MRPS27,9606.ENSP00000300151,9606.ENSP00000426941,0,0,0,0,0.126,0.823,0,0.261,0.876
MRPL16,MRPS33,9606.ENSP00000300151,9606.ENSP00000376732,0,0,0,0,0.214,0.823,0,0.265,0.889
MRPL16,MRPS31,9606.ENSP00000300151,9606.ENSP00000315397,0,0,0,0,0.105,0.823,0,0.37,0.892
