"DrugID","Indication"
"D8B9KJ","Haemophilia A [ICD-11: 3B10.0] Approved"
"D8BJX5","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D8CFX3","Squamous head and neck cell carcinom [ICD-11: 2D60.0] Phase 1"
"D8CJE9","Influenza virus infection [ICD-11: 1E30-1E32] Phase 2"
"D8D1MI","Kidney transplant rejection [ICD-11: NE84] Phase 3"
"D8DJX0","Breast cancer [ICD-11: 2C60-2C65] Phase 1"
"D8EB7G","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D8EIB7","Ovarian cancer [ICD-11: 2C73] Phase 1"
"D8EIB7","Peritoneal cancer [ICD-11: 2C51.Z] Phase 1"
"D8EIB7","Fallopian tube cancer [ICD-11: 2C74] Phase 1"
"D8EIB7","Peritoneal mesothelioma [ICD-11: 2C51.2] Phase 1"
"D8F6PB","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 3"
"D8FJ9K","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D8GN2C","Central nervous system disease [ICD-11: 8A04-8D87] Clinical Trial"
"D8IQ0D","Follicular lymphoma [ICD-11: 2A80] Phase 2"
"D8JN5H","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D8JN5H","Melanoma [ICD-11: 2C30] Phase 1"
"D8L5PA","Diffuse large B-cell lymphoma [ICD-11: 2A81] Approved"
"D8L5PA","Follicular lymphoma [ICD-11: 2A80] Phase 2"
"D8MS6C","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D8OJX6","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D8PE7D","IgA nephropathy [ICD-11: MF8Y] Phase 2"
"D8RN3B","Human papillomavirus infection [ICD-11: 1A9Y] Phase 1/2"
"D8SO5T","Amyotrophic lateral sclerosis [ICD-11: 8B60.0] Phase 2"
"D8SO5T","Multiple sclerosis [ICD-11: 8A40] Phase 2"
"D8SV9R","Brain cancer [ICD-11: 2A00] Phase 2"
"D8SV9R","Recurrent glioblastoma [ICD-11: 2A00.00] Phase 2"
"D8TE4F","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D8U2EM","Human papillomavirus infection [ICD-11: 1A9Y] Phase 2"
"D8UNG2","B-cell lymphoma [ICD-11: 2A86] Phase 1"
"D8UZ5R","Colorectal cancer [ICD-11: 2B91.Z] Phase 1"
"D8UZ5R","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 1"
"D8UZ5R","Pancreatic cancer [ICD-11: 2C10] Phase 1"
"D8UZM7","Prostate cancer [ICD-11: 2C82.0] Phase 1/2"
"D8VH5Q","Autoimmune disease [ICD-11: 4A40-4A45] Preclinical"
"D8VJT5","Prostate cancer [ICD-11: 2C82.0] Phase 2"
"D8W1DJ","Osteosarcoma [ICD-11: 2B51] Phase 1"
"D8WBZ2","Staphylococcus infection [ICD-11: 1B5Y] Preclinical"
"D8XHT1","Mucopolysaccharidosis [ICD-11: 5C56.3] Phase 1"
"D8XK7F","Autosomal dominant polycystic kidney disease [ICD-11: GB81] Phase 1"
"D8ZNW0","Kidney transplant rejection [ICD-11: NE84] Phase 2"
"D8ZV2Q","Breast cancer [ICD-11: 2C60-2C65] Phase 1/2"
"D90GKY","Glabellar frown line [ICD-11: NA0Z] Approved"
"D90UZW","Melanoma [ICD-11: 2C30] Phase 2"
"D90UZW","Recurrent glioblastoma [ICD-11: 2A00.00] Phase 2"
"D90UZW","Glioblastoma of brain [ICD-11: 2A00.00] Phase 2"
"D90UZW","Malignant glioma [ICD-11: 2A00.0] Phase 1"
"D91CMX","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1"
"D92KBX","Hepatitis B virus infection [ICD-11: 1E51.0] Phase 1"
"D92KUQ","Multiple sclerosis [ICD-11: 8A40] Phase 1"
"D93JXG","Growth hormone deficiency [ICD-11: 5A61.3] Phase 3"
"D93TWL","Respiratory syncytial virus infection [ICD-11: 1C80] Phase 2"
"D94NTP","Respiratory tract disease [ICD-11: CB7Z] Phase 2"
"D95GKC","Sickle-cell disorder [ICD-11: 3A51] Phase 1"
"D95KWS","Glioblastoma of brain [ICD-11: 2A00.00] Preclinical"
"D95YSW","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D96DPA","Hematologic tumour [ICD-11: 2B33.Y] Phase 2"
"D96XNU","Postherpetic neuralgia [ICD-11: 1E91.5] Phase 1/2"
"D96XNU","Knee osteoarthritis [ICD-11: FA01] Phase 1/2"
"D97YGW","T lymphoblastic leukaemia [ICD-11: 2B33.4] Phase 1/2"
"D98FBH","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D98UXE","Fragile X syndrome [ICD-11: LD55] Phase 2"
"D98VPM","Chronic lymphocytic leukaemia [ICD-11: 2A82.0] Phase 1"
"D98VPM","Small lymphocytic lymphoma [ICD-11: 2A82.0] Phase 1"
"D9CI7V","Diabetic foot ulcer [ICD-11: BD54] Phase 3"
"D9CI7V","Diabetic neuropathy [ICD-11: 8C0Z] Phase 3"
"D9CI7V","Amyotrophic lateral sclerosis [ICD-11: 8B60.0] Phase 1/2"
"D9D6QN","Liver cancer [ICD-11: 2C12] Preclinical"
"D9DN5J","Hematologic tumour [ICD-11: 2B33.Y] Phase 1"
"D9DQ1I","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D9DS8O","Vulvovaginal Candidiasis [ICD-11: 1F23.10] Phase 2"
"D9DS8O","Staphylococcus infection [ICD-11: 1B5Y] Phase 2"
"D9DS8O","Candidiasis [ICD-11: 1F23] Phase 1/2"
"D9E6KQ","Diagnostic imaging [ICD-11: N.A.] Approved"
"D9EC0G","Emphysema [ICD-11: CA21] Approved"
"D9EGS5","Glioblastoma of brain [ICD-11: 2A00.00] Phase 2"
"D9FGB3","Small-cell lung cancer [ICD-11: 2C25.Y] Phase 1"
"D9FJ5V","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D9FT0A","Nervous system paraneoplastic or autoimmune disorders [ICD-11: 8E4A.1] Phase 1"
"D9FZN0","Inflammatory bowel disease [ICD-11: DD72] Preclinical"
"D9HY7D","Lung cancer [ICD-11: 2C25.0] Phase 2"
"D9HYU8","Necrotizing soft tissue infection [ICD-11: 1B71] Phase 3"
"D9I3WE","Parkinson disease [ICD-11: 8A00.0] Phase 2"
"D9ILC1","Cardiac arrest [ICD-11: MC82] Investigative"
"D9IQ6N","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D9J4ZI","Respiratory syncytial virus infection [ICD-11: 1C80] Phase 1/2"
"D9J6XV","Rheumatoid arthritis [ICD-11: FA20] Phase 2"
"D9J6XV","Systemic lupus erythematosus [ICD-11: 4A40.0] Phase 2"
"D9JHN4","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D9L2WN","Medulloblastoma [ICD-11: 2A00.10] Phase 1"
"D9L2WN","Malignant glioma [ICD-11: 2A00.0] Phase 1"
"D9LA6Q","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D9LT5G","Metastatic colorectal cancer [ICD-11: 2B91] Phase 2"
"D9M0KJ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D9M8FK","Duchenne dystrophy [ICD-11: 8C70] Phase 2"
"D9MT4S","Cardiac arrest [ICD-11: MC82] Preclinical"
"D9MT4S","Pulmonary fibrosis [ICD-11: CB03.4] Preclinical"
"D9MT4S","Cystic fibrosis [ICD-11: CA25] Preclinical"
"D9MWL4","Diabetic macular edema [ICD-11: 9B71.02] Phase 3"
"D9NJS5","Prostate cancer [ICD-11: 2C82.0] Phase 2"
"D9NL3R","Ovarian cancer [ICD-11: 2C73] Phase 3"
"D9NL3R","Renal cell carcinoma [ICD-11: 2C90] Phase 2"
"D9NL3R","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D9O7GC","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1/2"
"D9O7GC","Systemic mastocytosis [ICD-11: 2A21.0] Phase 1/2"
"D9O7GC","Acute myelogenous leukaemia [ICD-11: 2A41] Phase 1/2"
"D9O7GC","Mast cell leukaemia [ICD-11: 2A21.00] Phase 1/2"
"D9OMQ3","Diffuse large B-cell lymphoma [ICD-11: 2A81] Phase 1/2"
"D9OMQ3","Follicular lymphoma [ICD-11: 2A80] Phase 1/2"
"D9OMQ3","Mantle cell lymphoma [ICD-11: 2A85.5] Phase 1/2"
"D9OQ6R","Urothelial carcinoma [ICD-11: 2C92.0] Phase 1"
"D9OS5I","Ischemic stroke [ICD-11: 8B11.5Z] Phase 2"
"D9OS5I","Traumatic brain injury [ICD-11: NA07.Z] Phase 2"
"D9OZ3B","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1"
"D9OZ3B","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1"
"D9P8LE","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"D9PBQ8","Cognitive impairment [ICD-11: 6D71] Preclinical"
"D9PBQ8","Schizophrenia [ICD-11: 6A20] Preclinical"
"D9Q5UP","Tuberculosis [ICD-11: 1B10-1B14] Phase 1"
"D9RH0V","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D9S1KL","Depression [ICD-11: 6A70-6A7Z] Phase 2"
"D9S7XO","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D9SL1N","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D9SMC5","Pseudomonas infection [ICD-11: 1B92] Preclinical"
"D9SMF2","Diabetic macular edema [ICD-11: 9B71.02] Phase 2"
"D9TG4H","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1"
"D9U5LY","Coronavirus infection [ICD-11: 1D92] Phase 1"
"D9UDT8","Invasive pulmonary aspergillosis [ICD-11: 1F20.0] Phase 2"
"D9UGX7","Metastatic breast cancer [ICD-11: 2C6Y] Phase 2"
"D9UZ5Q","Non-small cell lung cancer [ICD-11: 2C25] Phase 2"
"D9WQD2","Pneumococcal infection [ICD-11: CA00-CA40] Phase 3"
"D9WQD2","Myelodysplastic syndrome [ICD-11: 2A37] Phase 2"
"D9Y2KA","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"D9Y8OG","Traumatic brain injury [ICD-11: NA07.Z] Phase 2"
"D9Y8ZU","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D9YG4P","Diabetic retinopathy [ICD-11: 9B71.0] Phase 2"
"D9YG4P","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D9ZEM7","Non-alcoholic steatohepatitis [ICD-11: DB92.1] Phase 1"
"D9ZQ7T","Toxoplasmosis [ICD-11: 1F57] Phase 1"
"DA01IB","Hepatocellular carcinoma [ICD-11: 2C12.02] Phase 1/2"
"DA02DE","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DA02DE","B-cell lymphoma [ICD-11: 2A86] Phase 1"
"DA08WU","Respiratory syncytial virus infection [ICD-11: 1C80] Phase 2"
"DA0OZ2","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"DA1L7V","Alzheimer disease [ICD-11: 8A20] Phase 2"
"DA1MG8","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1/2"
"DA1MG8","Acute leukaemia [ICD-11: 2A60] Phase 1/2"
"DA1X5W","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DA37BQ","Monkeypox virus infection [ICD-11: 1E71] Phase 3"
"DA3F2X","Enterobacteriaceae infection [ICD-11: MG50.C] Phase 1"
"DA3F2X","Multidrug resistant infection [ICD-11: MG51] Phase 1"
"DA3GL5","Type 2 diabetes [ICD-11: 5A11] Phase 2"
"DA4O8C","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DA4W1I","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DA5RC6","Inflammation [ICD-11: 1A00-CA43.1] Preclinical"
"DA69JF","Type 2 diabetes [ICD-11: 5A11] Phase 3"
"DA6C8N","Visceral leishmaniasis [ICD-11: 1F54.0] Phase 2"
"DA6F1D","Coronavirus infection [ICD-11: 1D92] Preclinical"
"DA6NG5","Diabetic nephropathy [ICD-11: GB61.Z] Phase 2"
"DA6OU0","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"DA6OU0","Peritoneal carcinomatosis [ICD-11: 2D91] Phase 1/2"
"DA6OU0","Ovarian cancer [ICD-11: 2C73] Phase 1/2"
"DA6OU0","Peritoneal cavity cancer [ICD-11: 2C51.Z] Phase 1"
"DA6T3R","Chikungunya virus infection [ICD-11: 1D40] Phase 3"
"DA74SC","Polycythemia vera [ICD-11: 2A20.4] Phase 3"
"DA78ZH","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DA79HM","Melanoma [ICD-11: 2C30] Phase 1"
"DA79HM","Head-neck squamous cell carcinoma [ICD-11: 2D60.0] Phase 1"
"DA85KQ","Amyotrophic lateral sclerosis [ICD-11: 8B60.0] Preclinical"
"DA85NC","Dengue [ICD-11: 1D20-1D2Z] Phase 2"
"DA8MK6","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DA8W3Q","Diabetic macular edema [ICD-11: 9B71.02] Phase 2"
"DA91HS","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DA9N4O","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DAD65R","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DAD95G","Cystic fibrosis [ICD-11: CA25] Phase 2"
"DAD95G","Primary ciliary dyskinesia [ICD-11: LA75.Y] Phase 2"
"DAD9V4","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"DAJ3D2","Non-small cell lung cancer [ICD-11: 2C25] Investigative"
"DAL5C7","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 2"
"DAL5C7","Squamous head and neck cell carcinom [ICD-11: 2D60.0] Phase 2"
"DALG29","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DAOT46","Anemia [ICD-11: 3A00-3A9Z] Phase 1"
"DAPZ09","Prostate cancer [ICD-11: 2C82.0] Phase 1"
"DAQ31P","T-cell leukaemia [ICD-11: 2A90] Investigative"
"DAQ4G0","Neurodegenerative disorder [ICD-11: 8A20-8A23] Preclinical"
"DARV32","Pancreatic cancer [ICD-11: 2C10] Phase 1/2"
"DAS4D6","Prostate cancer [ICD-11: 2C82.0] Phase 1"
"DAT0U5","Major depressive disorder [ICD-11: 6A70.3] Phase 1"
"DATO92","ER-positive breast cancer [ICD-11: 2C60-2C65] Phase 2"
"DAW86K","Anthrax [ICD-11: 1B97] Phase 3"
"DAX06Q","Prostate cancer [ICD-11: 2C82.0] Phase 1"
"DAY4L1","Melanoma [ICD-11: 2C30] Phase 1"
"DAY4L1","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1"
"DB0V3R","Inflammation [ICD-11: 1A00-CA43.1] Preclinical"
"DB18SE","Parkinson disease [ICD-11: 8A00.0] Phase 2"
"DB18SE","Schizophrenia [ICD-11: 6A20] Phase 1"
"DB1P9T","Acinetobacter baumannii infection [ICD-11: CA40.0Y] Preclinical"
"DB1U9N","Bacterial infection [ICD-11: 1A00-1C4Z] Preclinical"
"DB26FH","Adrenocortical carcinoma [ICD-11: 2D11.Z] Phase 1/2"
"DB26FH","Pheochromocytoma [ICD-11: 5A75] Phase 1/2"
"DB26FH","Paraganglioma [ICD-11: 2E92.2] Phase 1/2"
"DB29TN","Influenza virus infection [ICD-11: 1E30-1E32] Phase 1"
"DB29TN","Influenza [ICD-11: 1E30-1E32] Phase 1"
"DB2U3O","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 2"
"DB35WK","Brain cancer [ICD-11: 2A00] Phase 2"
"DB4C5H","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1"
"DB4C5H","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1"
"DB4D2N","Hepatocellular carcinoma [ICD-11: 2C12.02] Preclinical"
"DB4M9J","Diffuse large B-cell lymphoma [ICD-11: 2A81] Phase 3"
"DB53NH","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DB58KR","Friedreich's ataxia [ICD-11: 8A03.10] Phase 3"
"DB58KR","Iron overload disease [ICD-11: 5C64.10] Phase 2/3"
"DB5O1U","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1"
"DB5O1U","Chronic myelomonocytic leukaemia [ICD-11: 2A40] Phase 1"
"DB5O1U","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1"
"DB5UA2","Lymphoma [ICD-11: 2A80-2A86] Phase 2"
"DB5UA2","Non-hodgkin lymphoma [ICD-11: 2B33.5] Phase 2"
"DB5UO0","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 1"
"DB5YU0","Atopic dermatitis [ICD-11: EA80] Phase 2"
"DB5YU0","Rosacea [ICD-11: ED90.0] Phase 2"
"DB6GK4","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DB6XD8","Cerebral ischemia [ICD-11: 8B11] Phase 2"
"DB6XD8","Thrombosis [ICD-11: DB61-GB90] Phase 1"
"DB82TO","Irritable bowel syndrome [ICD-11: DD91.0] Phase 2"
"DB82TO","Hyperuricaemia [ICD-11: 5C55.Y] Phase 2"
"DB8J2U","Systemic lupus erythematosus [ICD-11: 4A40.0] Phase 1"
"DB8MR6","Glioblastoma of brain [ICD-11: 2A00.00] Phase 1"
"DB91HQ","Non-hodgkin lymphoma [ICD-11: 2B33.5] Phase 1/2"
"DB91HQ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DBA40S","Achondroplasia [ICD-11: LD24.00] Phase 2"
"DBA5M7","Central nervous system disease [ICD-11: 8A04-8D87] Preclinical"
"DBDW09","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DBDW09","Breast cancer [ICD-11: 2C60-2C65] Phase 1"
"DBE26P","Colon cancer [ICD-11: 2B90.Z] Phase 1"
"DBE26P","Head and neck cancer [ICD-11: 2D42] Phase 1"
"DBE26P","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 1"
"DBE26P","Colorectal cancer [ICD-11: 2B91.Z] Phase 1"
"DBE87X","Heart failure [ICD-11: BD10-BD13] Phase 1"
"DBG46D","Diagnostic imaging [ICD-11: N.A.] Approved"
"DBGD91","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DBHO19","Haemophilia B [ICD-11: 3B11.0] Phase 3"
"DBI81F","Refractory hematologic malignancy [ICD-11: 2A85.5] Phase 1"
"DBJ36R","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"DBJ5Z0","GM1 gangliosidosis [ICD-11: 5C56.00] Preclinical"
"DBL5H8","Human immunodeficiency virus-1 infection [ICD-11: 1C62] Phase 1"
"DBND71","Primary sclerosing cholangitis [ICD-11: DB96.2] Phase 3"
"DBND71","Non-alcoholic steatohepatitis [ICD-11: DB92.1] Phase 2"
"DBO39X","Non-hodgkin lymphoma [ICD-11: 2B33.5] Phase 1"
"DBO39X","Chronic lymphocytic leukaemia [ICD-11: 2A82.0] Phase 1"
"DBP9Q5","Malignant neoplasm [ICD-11: 2A00-2F9Z] Phase 1"
"DBPV74","Haematopoietic/lymphoid cancer [ICD-11: 2B33.5] Phase 1"
"DBT1H4","Amyotrophic lateral sclerosis [ICD-11: 8B60.0] Phase 1"
"DBU13L","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DBU16T","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DBU2W3","Non-alcoholic steatohepatitis [ICD-11: DB92.1] Phase 2"
"DBY42T","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1"
"DBY42T","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1"
"DBY42T","Chronic myelomonocytic leukaemia [ICD-11: 2A40] Phase 1"
"DBZ87Q","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DC0P6U","Dengue [ICD-11: 1D20-1D2Z] Phase 1"
"DC19UI","Herpes simplex virus infection [ICD-11: 1F00] Phase 2"
"DC1AV3","Cutaneous lupus erythematosus [ICD-11: EB5Z] Phase 2"
"DC29HL","Schizophrenia [ICD-11: 6A20] Phase 2"
"DC2DO5","Attention deficit hyperactivity disorder [ICD-11: 6A05.Z] Phase 2"
"DC37YW","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DC3Y7O","Multiple myeloma [ICD-11: 2A83] Phase 1"
"DC3ZD5","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DC4AT7","Coronavirus infection [ICD-11: 1D92] Preclinical"
"DC4U0L","Acne vulgaris [ICD-11: ED80] Phase 2"
"DC52UD","Schizophrenia [ICD-11: 6A20] Phase 2"
"DC57TE","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DC5A9Q","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DC5VW9","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DC6IR4","Middle East Respiratory Syndrome (MERS) [ICD-11: 1D64] Phase 2"
"DC6LS1","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1"
"DC6LS1","Myelodysplastic syndrome [ICD-11: 2A37] Phase 1"
"DC6UG5","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DC6UG5","Hematologic tumour [ICD-11: 2B33.Y] Phase 1"
"DC72LG","Essential hypertension [ICD-11: BA00] Phase 1/2"
"DC7UF3","Keloid [ICD-11: EE60] Phase 2"
"DC8EN0","Acute myeloid leukaemia [ICD-11: 2A60] Phase 3"
"DC8HR6","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DC9FD4","Gram-negative bacterial infection [ICD-11: 1B74-1G40] Terminated"
"DC9J1Y","Systemic lupus erythematosus [ICD-11: 4A40.0] Preclinical"
"DCA5M2","Epilepsy [ICD-11: 8A60-8A68] Phase 2/3"
"DCD1M8","Haematological malignancy [ICD-11: 2B33.Y] Phase 1"
"DCD1M8","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DCD1M8","Hematologic tumour [ICD-11: 2B33.Y] Phase 1"
"DCE09U","Malaria [ICD-11: 1F40-1F45] Phase 2"
"DCI8V2","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DCIP24","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"DCIX20","Head and neck cancer [ICD-11: 2D42] Phase 2"
"DCJ75Y","Menkes disease [ICD-11: 5C64.0] Phase 3"
"DCJX65","Glioblastoma of brain [ICD-11: 2A00.00] Investigative"
"DCL84J","Zika virus infection [ICD-11: 1D48] Phase 1"
"DCL8J5","Skin fibrosis [ICD-11: EM0Z] Preclinical"
"DCMG03","Lymphoma [ICD-11: 2A80-2A86] Phase 1"
"DCMG03","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DCN2U9","Skin and skin-structure infection [ICD-11: 1F28-1G0Z] Phase 1"
"DCT2Q3","Acute myeloid leukaemia [ICD-11: 2A60] Phase 1/2"
"DCU94X","Meningococcal infection [ICD-11: 1C1C] Phase 2"
"DCVO04","Triple negative breast cancer [ICD-11: 2C60-2C65] Investigative"
"DCWS23","Neuroendocrine cancer [ICD-11: 2B72.1] Phase 2"
"DCWT40","Ewing sarcoma [ICD-11: 2B52] Phase 1"
"DCXB47","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DCYV91","Tuberculosis [ICD-11: 1B10-1B14] Phase 2"
"DCZ16N","Alzheimer disease [ICD-11: 8A20] Preclinical"
"DCZ28G","Clostridium infection [ICD-11: 1A04] Phase 2"
"DD1GK8","Hyperoxaluria [ICD-11: 5C51.2] Approved"
"DD1TJ8","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DD1TJ8","Advanced malignancy [ICD-11: 2A00-2F9Z] Phase 1"
"DD1TJ8","Melanoma [ICD-11: 2C30] Phase 1"
"DD1TJ8","Breast cancer [ICD-11: 2C60-2C65] Phase 1"
"DD1ZV6","Depression [ICD-11: 6A70-6A7Z] Phase 2"
"DD25UM","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"DD2C5E","Thrombosis [ICD-11: DB61-GB90] Phase 2"
"DD36YG","Bacterial infection [ICD-11: 1A00-1C4Z] Phase 1"
"DD39ET","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 3"
"DD3IE7","Alopecia [ICD-11: ED70] Phase 2"
"DD3MB0","Asthma [ICD-11: CA23] Investigative"
"DD3XO8","Coronavirus infection [ICD-11: 1D92] Preclinical"
"DD4H6V","Chronic lymphocytic leukaemia [ICD-11: 2A82.0] Phase 1/2"
"DD4H6V","B-cell lymphoma [ICD-11: 2A86] Phase 1/2"
"DD4H6V","leukaemia [ICD-11: 2A60-2B33] Phase 1/2"
"DD4XR3","Prostate cancer [ICD-11: 2C82.0] Phase 1"
"DD5NX2","Hepatitis C [ICD-11: 1E51] Phase 1/2"
"DD5VO3","Diabetic gastroparesis [ICD-11: DA41.00] Phase 2"
"DD6AZ5","Metastatic colorectal cancer [ICD-11: 2B91] Phase 1"
"DD76ER","Prostate cancer [ICD-11: 2C82.0] Phase 2"
"DD76HZ","Calciphylaxis [ICD-11: EB90.42] Phase 3"
"DD76HZ","Calcific uremic arteriolopathy [ICD-11: EB90.42 ] Phase 3"
"DD8QK9","Meningococcal infection [ICD-11: 1C1C] Approved"
"DD94ZN","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DD9J4X","Myelodysplastic syndrome [ICD-11: 2A37] Phase 2"
"DD9NG5","Cardiac arrest [ICD-11: MC82] Preclinical"
"DD9VR3","Major depressive disorder [ICD-11: 6A70.3] Phase 2"
"DDC63W","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Preclinical"
"DDE3Z4","Lymphoma [ICD-11: 2A80-2A86] Phase 1"
"DDE82F","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"DDG8W9","Lymphoma [ICD-11: 2A80-2A86] Phase 1"
"DDH8L6","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 3"
"DDI6B0","Alzheimer disease [ICD-11: 8A20] Phase 2"
"DDK1I4","Pompe disease [ICD-11: 5C51.3] Phase 3"
"DDK53C","Major depressive disorder [ICD-11: 6A70.3] Phase 2"
"DDKF39","Schizophrenia [ICD-11: 6A20] Phase 2"
"DDKY53","Neoplasm [ICD-11: 2A00-2F9Z] Phase 1"
"DDL79K","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 1/2"
"DDL79K","Ovarian cancer [ICD-11: 2C73] Phase 1/2"
"DDL86V","Hematologic tumour [ICD-11: 2B33.Y] Phase 2"
"DDN3B1","Sickle-cell disorder [ICD-11: 3A51] Phase 1/2"
"DDNL40","Cirrhosis [ICD-11: DB93] Clinical Trial"
"DDP27A","Poliomyelitis [ICD-11: 1C81] Phase 2"
"DDP74J","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"DDU2Y0","Hypertriglyceridemia [ICD-11: 5C80.1] Phase 2"
"DDU2Y0","Non-alcoholic fatty liver disease [ICD-11: DB92] Phase 2"
"DDU2Y0","Type 2 diabetes [ICD-11: 5A11] Phase 2"
"DDV09U","Type 2 diabetes [ICD-11: 5A11] Preclinical"
