DrugID,Indication
DB12002,
DB12003,
DB12004,
DB12005,
DB12006,
DB12007,Indicated for over-the-counter use as a dietary supplement for increasing bone density and regulating blood fat. 
DB12008,
DB12009,
DB12010,Fostamatinib is indicated for use in the treatment of chronic immune thrombocytopenia (ITP) in patients who have had insufficient response to previous therapy [FDA Label].
DB12011,
DB12012,
DB12013,
DB12014,
DB12015,"Alpelisib is indicated in combination with fulvestrant to treat postmenopausal women, and men, with advanced or metastatic breast cancer. This cancer must be hormone receptor (HR)-positive, human epidermal growth factor receptor 2 (HER2)-negative, and PIK3CA­ mutated. The cancer must be detected by an FDA-approved test following progression on or after an endocrine-based regimen.[L6652]
Alpelisib is also used to treat adult and pediatric patients two years of age and older with severe manifestations of PIK3CA-Related Overgrowth Spectrum (PROS) who require systemic therapy. This indication is approved under accelerated approval based on response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s).[L41384]"
DB12016,"Ponesimod is indicated to treat adults with relapsing forms of multiple sclerosis, including clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease.[L32709]"
DB12017,
DB12018,
DB12019,
DB12020,"Tecovirimat is an inhibitor of the orthopoxvirus VP37 envelope wrapping protein and is indicated for the treatment of human smallpox disease in adults and pediatric patients weighing at least 3 kg. The efficacy of tecovirimat may be reduced in immunocompromised patients.[L8531,L41835] In Europe, it is also indicated to treat complications due to replication of the vaccinia virus following vaccination against smallpox.[L40154]
In Europe, tecovirimat is also used to treat monkeypox and cowpox in adults and children.[L40154]"
DB12021,
DB12022,
DB12023,"Benralizumab is indicated as a maintenance treatment of patients 12 years or older with severe asthma and an eosinophilic phenotype.[L1020] The pathology of severe asthma with eosinophilic phenotype is also denotated as TH2-high phenotype. The patients with this phenotype are characterized by the expression of IL-5 and IL-13, airway hyperresponsiveness, responsiveness to inhaled corticosteroids, high serum IgE and eosinophilia in blood and airway. In the TH2-high phenotype, IL-5 presents a central role as it is responsible for eosinophil differentiation, survival, activation and migration to the lungs.[A31295]"
DB12024,
DB12025,
DB12026,"Vosevi (Voxilaprevir/[DB08934]/[DB11613]) is approved for use in patients with genotypes 1-6 who have been previously treated with an NS5A inhibitor, or patients with genotypes 1a or 3 infection who have previously been treated with an HCV regimen containing [DB08934] without an NS5A inhibitor [L935]. "
DB12027,
DB12028,
DB12029,
DB12030,
DB12031,
DB12032,
DB12034,
DB12035,Sarecycline is a tetracycline-class drug indicated for the treatment of inflammatory lesions of non-nodular moderate to severe acne vulgaris in patients 9 years of age and older [FDA Label].
DB12036,
DB12037,
DB12038,
DB12039,
DB12040,
DB12041,
DB12042,
DB12043,
DB12044,
DB12045,
DB12046,
DB12047,
DB12048,
DB12049,
DB12050,
DB12051,
DB12052,
DB12053,
DB12054,
DB12055,
DB12056,
DB12057,
DB12058,
DB12059,
DB12060,
DB12061,
DB12062,
DB12063,
DB12064,
DB12065,
DB12066,
DB12067,
DB12068,
DB12069,
DB12070,For use in prophylaxis of cytomegalovirus (CMV) infection and disease in adult CMV-seropositive recipients of an allogeneic hematopoietic stem cell transplant (HSCT) [FDA Label].
DB12071,
DB12072,
DB12073,
DB12074,
DB12075,
DB12076,
DB12077,
DB12078,
DB12079,
DB12080,
DB12081,
DB12082,
DB12083,
DB12084,
DB12085,
DB12086,
DB12087,
DB12088,
DB12089,
DB12090,
DB12091,
DB12092,
DB12093,
DB12094,
DB12095,Xermelo is indicated for the treatment of carcinoid syndrome diarrhea in combination with somatostatin analog (SSA) therapy in adults inadequately controlled by SSA therapy.[L43342]
DB12096,
DB12097,
DB12098,
DB12099,
DB12100,
DB12101,
DB12102,
DB12104,
DB12105,
DB12106,
DB12107,"Indicated in combination with meropenem for the treatment of patients 18 years of age and older with complicated urinary tract infections (cUTI) including pyelonephritis caused by the following susceptible microorganisms: _Escherichia coli_, _Klebsiella pneumoniae_, and _Enterobacter cloacae_ species complex.[FDA Label]"
DB12108,
DB12109,
DB12110,
DB12111,
DB12112,
DB12113,
DB12114,
DB12115,
DB12116,
DB12117,
DB12118,
DB12119,
DB12120,
DB12121,
DB12122,
DB12123,
DB12124,
DB12125,
DB12126,
DB12127,
DB12128,
DB12129,"Tideglusib was initially formulated for the treatment of Alzheimer and progressive supranuclear palsy.[A31601] The raising interest for the use of tideglusib comes from the significant upregulation of GSK-3 in the brain in patients with Alzheimer disease. Its function as a degradant of β-catenin, was also important, as it prevents the transcription of cell survival genes. All these factors have directed current research towards this kinase as a potential target.[A31603] Alzheimer disease is the most prevalent form of dementia. The most accepted hypothesis to explain this disease is related to the presence of amyloid β, which triggers a cascade that will alter the Tau protein and provoke synaptic dysfunction and neuronal death.[A31605] 
GSK-3 importance in the tissue repair pathway has also pointed out a novel application for tideglusib. Thus, it is also under the research for the natural repair treatment of deep caries lesions.[A31602] "
DB12130,"Lorlatinib is indicated for the treatment of adult patients with ALK-positive metastatic non-small cell lung cancer (NSCLC).[L39905] In the EU, it is indicated for the treatment of adult patients with ALK-positive advanced NSCLC not previously treated with an ALK inhibitor, or whose disease has progressed after using either [alectinib] or [ceritinib], or [crizotinib] and at least one other ALK inhibitor.[L13580]"
DB12131,
DB12132,
DB12133,
DB12134,
DB12135,
DB12136,
DB12137,
DB12138,
DB12139,
DB12140,"Dilmapimod has been used in trials studying the treatment and diagnostic of Nerve Trauma, Inflammation, Pain, Neuropathic, Arthritis, Rheumatoid, and Coronary Heart Disease, among others."
DB12141,"Gilteritinib is indicated for the treatment of adult patients who have relapsed or refractory acute myeloid leukemia with an FLT3 mutation detected by an FDA-approved test. This indication was expanded for a companion diagnostic to include use with gilteritinib such as the LeukoStrat CDx FLT3 Mutation Assay.[L4830]
Acute myeloid leukemia is cancer that impacts the blood and bone marrow with a rapid progression. This condition produces low numbers of normal blood cells and the requirement of continuous need for transfusions.[L4832] "
DB12142,
DB12143,
DB12144,
DB12145,
DB12146,
DB12147,"Erdafitinib is a pan-fibroblast growth factor receptor (FGFR) tyrosine kinase inhibitor [FDA Label][A177109, A177112, A177115] that is indicated for the treatment of adult patients with locally advanced or metastatic urothelial carcinoma that has:
i) susceptible FGFR3 or FGFR2 genetic alterations and has [FDA Label],
ii) progressed during or following at least one line of prior platinum-containing chemotherapy including within 12 months of neoadjuvant or adjuvant platinum-containing chemotherapy [FDA Label].
The selection of patients for the treatment of locally advanced or metastatic urothelial carcinoma with erdafitinib should be based on the presence of susceptible FGFR genetic alterations in tumor specimens as detected by an FDA-approved companion diagnostic like the FDA approved therascreen FGFR RGQ RT-PCR Kit as developed by QIAGEN [FDA Label].
This above indication is approved under accelerated approval by the US FDA based on tumor response rate [FDA Label]. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials [FDA Label]."
DB12148,
DB12149,
DB12150,
DB12151,Brincidofovir is indicated for the treatment of human smallpox disease in adult and pediatric patients.[L34404]
DB12152,
DB12153,
DB12154,
DB12155,
DB12156,
DB12157,
DB12158,
DB12159,"In the US, dupilumab is indicated for the treatment of patients aged six months and older with moderate-to-severe atopic dermatitis whose disease is not adequately controlled with topical prescription therapies or when those therapies are not advisable.[L42005] In Europe and Canada, the drug for this indication is approved for patients aged six years and older.[L7192,L41439] In Europe, patients six to 11 years of age should have severe atopic dermatitis and be candidates for systemic therapy.[L7192] Dupilumab can be used with or without topical corticosteroids for this condition.[L7186,L41439]
Dupilumab is indicated as an add-on maintenance treatment of patients aged six years and older with moderate-to-severe asthma characterized by an eosinophilic phenotype or with oral corticosteroid dependent asthma. However, the drug is not indicated for relief of acute bronchospasm or status asthmaticus.[L7186,L7192,L41439]
Dupilumab is indicated as an add-on maintenance treatment in adult patients with inadequately controlled chronic rhinosinusitis with nasal polyposis.[L7186] In Canada and Europe, it is used with intranasal corticosteroids.[L7192,L41439]
In the US, dupilumab is also indicated for the treatment of adults and children aged 12 years and older weighing at least 40 kg with eosinophilic esophagitis (EoE),[L41900] and adults with prurigo nodularis.[L43297]"
DB12160,
DB12161,Deutetrabenazine is indicated in adults patients for the treatment of tardive dyskinesia and for chorea associated with Huntington's disease.[L36778]
DB12162,
DB12163,
DB12165,
DB12167,
DB12168,
DB12169,"Tralokinumab is indicated in Canada, the US, and the EU for the treatment of moderate-to-severe atopic dermatitis in patients who are candidates for systemic therapy and are inadequately controlled with topical interventions.[L39282,L39558,L39287] In Canada and US, tralokinumab is only approved for adults.[L39287,L39558] In Europe, it is approved for use in patients 12 years of age and older.[L39282]"
DB12170,
DB12171,
DB12172,
DB12173,
DB12174,
DB12176,
DB12177,
DB12178,
DB12179,
DB12180,
DB12181,
DB12182,
DB12183,
DB12184,
DB12185,
DB12186,
DB12187,
DB12188,
DB12189,
DB12190,
DB12191,
DB12192,
DB12193,
DB12194,
DB12195,
DB12196,
DB12197,
DB12198,
DB12199,
DB12200,
DB12201,
DB12202,
DB12203,
DB12204,
DB12205,
DB12206,
DB12207,
DB12208,
DB12209,
DB12210,
DB12211,
DB12212,
DB12213,
DB12214,
DB12216,
DB12218,
DB12219,
DB12220,
DB12221,
DB12222,
DB12223,
DB12224,
DB12225,
DB12226,
DB12227,
DB12228,
DB12229,
DB12230,
DB12231,
DB12232,
DB12233,
DB12234,
DB12235,Estetrol is indicated in combination with drospirenone for the prevention of pregnancy.[L33174]
DB12236,
DB12237,
DB12238,
DB12239,
DB12240,"In the US, polatuzumab vedotin is used in combination with [bendamustine] and [rituximab] to treat adult patients with relapsed or refractory diffuse large B-cell lymphoma, not otherwise specified, after at least two prior therapies.[L6658] In Canada, this indication is approved for patients who are not eligible for autologous stem cell transplant and have received at least one prior therapy.[L44141]
In Canada, polatuzumab vedotin is also used in combination with [rituximab], [cyclophosphamide], [doxorubicin], and [prednisone] (R-CHP) to treat adult patients with previously untreated large B-cell lymphoma (LBCL), including diffuse large B-cell lymphoma (DLBCL) not otherwise specified (NOS), high grade B-cell lymphoma, Epstein-Barr viruspositive (EBV+) DLBCL NOS, and T-cell/histiocyte rich LBCL.[L44141]"
DB12241,
DB12242,
DB12243,"Edaravone is indicated for the treatment of amyotrophic lateral sclerosis (ALS) in the US and Canada.[L41810,L43952] It is also indicated to treat acute ischemic stroke in Japan.[A19140,A19141,L44007]"
DB12244,
DB12245,"This drug is indicated for the treatment of fascioliasis in patients aged 6 years old and above.[FDA label,L5452]"
DB12246,
DB12247,
DB12248,
DB12249,"The primary medical purpose for which stem bromelain (SB) is currently indicated for is the removal of eschar in adults with deep partial- and full-thickness thermal burns [FDA Label].
Besides this official indication, however, it is also believed that SB may be used as a treatment for several other purposes as well, including cardiovascular health, osteoarthritis, autoimmunity, blood clotting, diarrhea, cancer, surgery, and debridement - although the specific mechanisms of action for these indications remain to be elucidated [A27198]."
DB12250,
DB12251,
DB12252,
DB12253,
DB12254,
DB12255,
DB12256,
DB12257,
DB12258,
DB12259,
DB12260,
DB12261,
DB12262,
DB12263,
DB12264,
DB12265,"Fexinidazole is a nitroimidazole indicated for the treatment of both first-stage (hemolymphatic) and second-stage (meningoencephalitic) _Trypanosoma brucei gambiense_ human African trypanosomiasis (HAT) in patients 6 years of age and older weighing at least 20 kg.[L35940]
Due to the decreased efficacy observed in patients with severe second stage HAT (cerebrospinal fluid white blood cell count (CSF-WBC) >100 cells/μL), fexinidazole should only be used in these patients if there are no other available treatment options.[L35940]"
DB12266,
DB12267,"The anaplastic lymphoma kinase positive, metastatic non-small cell lung cancer (ALK+ NSCLC), represents only 3-5% of the NSCLC cancer cases, but the ALK mutation, overexpression and presence in several oncogenic fusion proteins in solid and hematologic tumors have pointed out the importance as well as its potential as a cancer therapy target.[A31311] The ALK-related cases of NSCLC are associated with the presence of the fusion gene EML4-ALK which fused the ALK protein with the echinoderm microtubule-associated protein like-4 whose original function is the correct formation of microtubules.[A31313] The presence of the aberrant fusion protein results in abnormal signaling that provokes increased cell growth, proliferation and survival.[A31316] Crizotinib is indicated for the treatment of such cases but the presence of ALK kinase domain mutations confer resistance to the treatment. Thus, brigatinib is indicated for the treatment of patients with ALK+ NSCLC with intolerance to Crizotinib.[A31314]"
DB12268,
DB12269,
DB12270,
DB12271,
DB12272,
DB12273,
DB12274,Aducanumab is indicated in the treatment of Alzheimer's disease.[L34393]
DB12275,
DB12276,
DB12277,
DB12278,Indicated for symptomatic treatment of urinary incontinence and/or increased urinary frequency and urgency in patients with overactive bladder (OAB) [L2315].  Propiverine may also be used in patients with neurogenic bladder as a result of spinal cord injury [A32581].
DB12279,
DB12280,
DB12281,Luspatercept is indicated for the treatment of anemia in adults with beta thalassemia who require regular red blood cell transfusions.[L42455]
DB12282,
DB12283,
DB12284,
DB12285,
DB12286,
DB12287,
DB12288,
DB12289,
DB12290,
DB12291,
DB12292,
DB12293,
DB12294,
DB12295,
DB12296,
DB12297,
DB12298,
DB12299,
DB12300,
DB12301,"Doravirine is indicated, in combination with other antiretroviral agents, for the treatment of HIV-1 infection in adult patients with no prior antiretroviral treatment history.[L12729] It is also indicated to replace the current antiretroviral regimen in those who are virologically suppressed (HIV-1 RNA less than 50 copies per mL) on a stable antiretroviral regimen with no history of treatment failure and no known substitutions associated with resistance to doravirine.[L12729]"
DB12302,
DB12303,
DB12304,
DB12305,
DB12306,
DB12307,
DB12308,
DB12309,
DB12310,
DB12311,
DB12312,
DB12313,
DB12314,
DB12316,
DB12317,
DB12318,
DB12319,
DB12321,
DB12322,
DB12323,"Radotinib is indicated for the treatment of different types of cancer, most notably Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) with resistance or intolerance of other Bcr-Abl tyrosine-kinase inhibitors, such as patients resistant or intolerant to imatinib."
DB12325,
DB12326,
DB12327,
DB12328,"The only therapeutic use for which cantharidin is currently primarily indicated for is as an active ingredient in topical agents for treating common warts (verruca vulgaris), periungual warts, plantar warts, and molluscum contagiosum [A32891, A32892, F32]. 
At the same time, such topical cantharidin applications have also been used for a number of off-label indications like callus removal, cutaneous leishmaniasis, herpes zoster, and acquired perforating dermatosis [A32892]. Furthermore, since most topical cantharidin applications are most commonly available in a 0.7% formulation or a more potent 1% mixture, the 0.7% formulation is most commonly indicated for the treatment of common warts, periungual warts, and molluscum contagiosum while the more potent 1% mixture is typically limited only for use by healthcare professionals in a clinical setting for treating plantar warts and other more specialized off-label conditions [A32891, A32892, F32].
Moreover, there have also been studies into whether or not cantharidin could be effective at being used as an inflammatory model or in cancer treatment - either of which has yet to formally elucidate any results [A32892]."
DB12329,Eravacycline is a tetracycline class antibacterial indicated for the treatment of complicated intra-abdominal infections in patients 18 years of age and older [FDA label].
DB12330,
DB12331,
DB12332,"Rucaparib is indicated for the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to platinum-based chemotherapy.[L42155]
Under accelerated approval by the FDA, rucaparib is also indicated for the treatment of adult patients with a deleterious BRCA mutation (germline and/or somatic)-associated metastatic castration-resistant prostate cancer (mCRPC) who have been treated with androgen receptor-directed therapy and a taxane-based chemotherapy.[L42155]"
DB12333,
DB12334,
DB12335,
DB12336,
DB12337,
DB12338,
DB12339,
DB12340,
DB12341,
DB12342,
DB12343,
DB12344,
DB12345,
DB12346,
DB12347,
DB12348,
DB12349,
DB12350,
DB12351,
DB12352,
DB12353,
DB12354,
DB12355,
DB12356,
DB12357,
DB12358,
DB12359,
DB12360,
DB12361,
DB12362,
DB12363,
DB12364,Betrixaban is indicated for prophylaxis of venous thromboembolism (VTE) in conditions of moderate to severe restricted mobility or in patients that qualify as in risk of VTE. 
DB12365,
DB12366,"Indicated in pediatric and adult patients for the treatment of Mucopolysaccharidosis VII (MPS VII, Sly syndrome)."
DB12367,
DB12368,
DB12369,
DB12370,
DB12371,"This drug is indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease in adults [FDA label]."
DB12373,
DB12374,Velmanase alfa is an enzyme replacement therapy for the treatment of non-neurological manifestations in patients with mild to moderate alpha-mannosidosis.[L39744]
DB12375,
DB12376,
DB12377,"Relebactam is indicated in combination with [imipenem] and [cilastatin] for the treatment of complicated urinary tract infections (including pyelonephritis), and complicated intra-abdominal infections caused by susceptible organisms in adults.[label]"
DB12378,
DB12379,
DB12380,
DB12381,
DB12382,
DB12383,
DB12384,
DB12385,
DB12386,
DB12387,
DB12388,
DB12389,
DB12390,
DB12391,
DB12392,
DB12393,
DB12394,
DB12395,
DB12396,
DB12397,
DB12398,
DB12399,
DB12400,
DB12401,
DB12402,
DB12403,
DB12404,Remimazolam is indicated for the induction and maintenance of procedural sedation in adults undergoing procedures lasting 30 minutes or less.[L14647]
DB12405,
DB12406,
DB12407,
DB12408,
DB12409,
DB12410,
DB12411,
DB12412,
DB12413,
DB12414,
DB12415,
DB12416,
DB12417,
DB12418,
DB12419,
DB12420,
DB12421,
DB12422,
DB12423,
DB12424,
DB12425,
DB12426,
DB12427,
DB12428,
DB12429,
DB12431,
DB12432,
DB12433,
DB12434,
DB12435,
DB12436,
DB12438,
DB12439,
DB12440,
DB12441,
DB12442,"Investigated for use as an antineoplastic agent for solid tumors, advanced solid tumours or acute myeloid leukaemia. "
DB12443,
DB12444,
DB12445,
DB12446,
DB12447,
DB12448,
DB12449,
DB12450,
DB12451,
DB12452,
DB12453,
DB12454,
DB12455,Omadacycline is indicated for the treatment of community acquired bacterial pneumonia and acute bacterial skin and skin structure infections caused by omadacycline-susceptible organisms in adults.[FDA Label]
DB12456,
DB12457,Rimegepant is indicated for the acute treatment of migraine with or without aura in adults. Rimegepant is also indicated for the prevention of episodic migraine in adults.[L11971]
DB12458,
DB12459,
DB12460,
DB12461,
DB12462,
DB12463,
DB12464,
DB12465,
DB12466,"In 2014, favipiravir was approved in Japan to treat cases of influenza that were unresponsive to conventional treatment.[A191721] Given its efficacy at targetting several strains of influenza, it has been investigated in other countries to treat novel viruses including Ebola and most recently, COVID-19.[A191688,A191724,L12012]"
DB12467,
DB12468,
DB12470,
DB12471,Ibrexafungerp is indicated in the treatment of vulvovaginal candidiasis in post-menarchal patients.[L34349] It is also indicated for the reduction in the incidence of recurrent vulvovaginal candidiasis.[L44211]
DB12472,
DB12473,
DB12474,
DB12475,
DB12476,
DB12477,
DB12478,
DB12479,
DB12480,
DB12481,
DB12482,
DB12483,Indicated for the treatment of adult patients with relapsed follicular lymphoma (FL) who have received at least two prior systemic therapies.
DB12484,
DB12485,
DB12486,
DB12487,
DB12489,"Mirvetuximab soravtansine is indicated for the treatment of adult patients with folate receptor alpha (FRα) positive, platinum-resistant epithelial ovarian, fallopian tube, or primary peritoneal cancer, who have received one to three prior systemic treatment regimens. Patients are selected for therapy based on an FDA-approved test.[L43967]
This indication is approved under accelerated approval based on tumor response rate and durability of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial.[L43967]"
DB12490,
DB12491,
DB12492,
DB12493,
DB12494,
DB12495,
DB12497,
DB12498,"Mogamulizumab is indicated for the treatment of adult patients with relapsed or refractory mycosis fungoides (MF) or Sézary syndrome (SS) after at least one prior systemic therapy.[L11770,L42325]"
DB12499,Clascoterone is indicated for the topical treatment of acne vulgaris in patients 12 years of age and older.[L15626]
DB12500,Fedratinib is indicated to treat adults with primary or secondary myelofibrosis that is either intermediate-2 or high risk.[L8090]
DB12501,
DB12504,
DB12505,
DB12506,
DB12507,
DB12508,
DB12509,
DB12510,
DB12511,
DB12512,
DB12513,
DB12514,
DB12515,
DB12517,
DB12518,
DB12519,
DB12520,
DB12521,
DB12522,
DB12523,
DB12524,
DB12525,
DB12526,
DB12527,
DB12528,
DB12529,
DB12530,Inebilizumab is indicated for the treatment of aquaporin-4 (AQP4) immunoglobulin-positive (AQP4-IgG) neuromyelitis optica spectrum disorder (NMOSD) in adult patients.[L14315]
DB12531,
DB12532,"Oxetacaine is available as an over-the-counter antacid and it is used to alleviate pain associated with gastritis, peptic ulcer disease, heartburn, esophagitis, hiatus hernia, and anorexia.[A33109] "
DB12533,
DB12534,
DB12535,
DB12536,
DB12537,
DB12538,
DB12539,
DB12540,
DB12541,
DB12542,
DB12543,"Samidorphan is indicated in combination with [olanzapine] for the treatment of bipolar I disorder, either as an adjunct to lithium or valproate or as monotherapy for the acute treatment of manic or mixed episodes or as maintenance therapy, and for the treatment of schizophrenia in adults.[L34359]"
DB12545,
DB12547,
DB12548,
DB12549,
DB12550,
DB12551,
DB12553,
DB12554,
DB12555,
DB12556,
DB12557,
DB12558,
DB12559,
DB12560,
DB12561,
DB12562,
DB12563,
DB12564,
DB12565,
DB12566,
DB12567,
DB12568,
DB12569,
DB12570,
DB12571,
DB12572,
DB12573,
DB12574,
DB12575,
DB12576,
DB12577,
DB12578,
DB12579,
DB12580,
DB12581,
DB12582,
DB12583,
DB12584,
DB12585,
DB12586,
DB12587,
DB12588,
DB12589,Investigated for use/treatment in lymphoma (non-hodgkin's) and multiple myeloma.
DB12590,
DB12591,
DB12592,
DB12593,
DB12594,
DB12595,
DB12596,
DB12597,"Asciminib is indicated for the treatment of adult patients with Philadelphia chromosome-positive chronic myeloid leukemia (Ph+ CML) in chronic phase who have been previously treated with ≥2 tyrosine kinase inhibitors.[L38995,L43493] It is also indicated in the treatment of Ph+ CML in adult patients with the T315I mutation.[L38995]"
DB12598,"Used as an anticoagulant in patients with disseminative blood vessel coagulation, hemorrhagic lesions, and hemorrhagic tendencies. It prevents blood clot formation during extracorporeal circulation in patients undergoing continuous renal replacement therapy and extra corporeal membrane oxygenation. "
DB12601,
DB12602,
DB12604,
DB12605,
DB12606,
DB12607,
DB12608,
DB12609,
DB12610,
DB12611,
DB12612,"Ozanimod is a sphingosine 1-phosphate receptor modulator indicated for the treatment of relapsing forms of multiple sclerosis (MS), to include clinically isolated syndrome, relapsing-remitting disease, and active secondary progressive disease, in adults. It is also used to treat moderately to severely active ulcerative colitis (UC) in adults.[L12582,L39382,L41524]"
DB12613,
DB12614,
DB12615,"Plazomicin is indicated for the treatment of patients 18 years of age or older with Complicated Urinary Tract Infections (cUTI) including Pyelonephritis, who have limited or no alternative treatment options. It should only be used to treat infections that are proven or strongly suspected to be caused by susceptible microorganisms [FDA Label]. "
DB12616,
DB12617,
DB12618,
DB12619,
DB12620,
DB12621,
DB12622,
DB12623,
DB12624,
DB12625,
DB12626,
DB12627,
DB12628,
DB12629,
DB12630,
DB12631,
DB12632,
DB12633,
DB12634,
DB12635,
DB12636,
DB12637,
DB12638,
DB12639,
DB12640,
DB12641,
DB12642,
DB12643,
DB12644,
DB12645,
DB12647,
DB12648,
DB12649,
DB12650,
DB12651,
DB12652,
DB12654,
DB12655,
DB12656,
DB12657,
DB12658,
DB12659,
DB12660,
DB12661,
DB12662,
DB12663,
DB12664,
DB12665,
DB12666,
DB12667,
DB12668,Metenkefalin is indicated in Bosnia for the treatment of relapsing-remitting multiple sclerosis.[L13889]
DB12669,
DB12670,
DB12671,
DB12672,
DB12673,
DB12674,Lurbinectedin is indicated for the treatment of adult patients with metastatic small-cell lung cancer (SCLC) with disease progression on or after platinum-based chemotherapy.[L14327]
DB12675,
DB12676,
DB12677,
DB12678,
DB12679,
DB12680,
DB12681,
DB12682,
DB12683,
DB12684,
DB12685,
DB12686,
DB12687,
DB12688,"MxP is indicated for the treatment of adult patients with relapsed or refractory hairy cell leukemia (HCL) who received at least two prior systemic therapies including treatment with a purine nucleoside analog. The use of this drug is not recommended in patients with severe renal impairment (CrCl < 29 ml/min).[L4568]
HCL is an uncommon type of lymphocytic leukemia that starts in B cells or B lymphocytes. It is characterized by an accumulation of abnormal B lymphocytes. HCL is called ""hairy"" as it produces hair-like projections in the surface of the cancer cells. A usual symptom in people having HCL is the presence of splenomegaly and less often hepatomegaly.[A38877]"
DB12689,
DB12690,
DB12691,
DB12692,
DB12693,
DB12694,
DB12695,
DB12696,
DB12697,
DB12698,"Indicated for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in highly treatment-experienced adults with multidrug-resistant HIV-1 infection failing their current antiretroviral regimen [FDA label].
The approval of Trogarzo was supported by a clinical trial of 40 treatment-experienced adults with MDR HIV-1 infection who persistently had elevated levels of HIV RNA in their blood despite heavy antiretroviral therapy. The majority of study patients had previously been treated with ≥10 antiretroviral medications [L1554]."
DB12699,
DB12700,
DB12701,
DB12702,
DB12703,
DB12704,
DB12705,
DB12706,
DB12707,
DB12708,
DB12709,
DB12710,
DB12711,
DB12712,
DB12713,Sotagliflozin is indicated in the EU as an adjunct to insulin therapy to improve glycemic control in adults with type 1 diabetes and a BMI ≥27 kg/m<sup>2</sup> who have been unable to achieve adequate glycemic control despite optimal insulin therapy.[L39705]
DB12714,
DB12715,
DB12716,
DB12717,
DB12718,
DB12719,
DB12720,
DB12721,
DB12722,
DB12724,
DB12725,
DB12726,
DB12727,
DB12728,
DB12729,
DB12730,
DB12731,
DB12732,
DB12733,
DB12734,
DB12736,
DB12737,
DB12738,
DB12739,
DB12740,
DB12741,
DB12742,"Amuvatinib is a selective multi-targeted tyrosine kinase inhibitor that suppresses c-MET, c-RET and the mutant forms of c-KIT, PDGFR and FLT3. Amuvatinib also suppresses Rad51 protein, a critical component of double-stranded DNA repair in cancer cells."
DB12743,
DB12744,
DB12745,
DB12746,
DB12747,
DB12748,
DB12749,
DB12750,
DB12751,
DB12752,
DB12753,
DB12754,
DB12755,
DB12756,
DB12757,
DB12758,
DB12759,
DB12760,
DB12761,
DB12762,
DB12763,
DB12764,
DB12765,
DB12766,
DB12767,
DB12768,
DB12769,
DB12770,
DB12771,
DB12773,
DB12774,
DB12775,
DB12776,
DB12777,
DB12778,
DB12779,
DB12780,
DB12781,
DB12782,
DB12783,"The primary therapeutic use for which benserazide is currently indicated for is as a combination therapy with levadopa for the treatment of Parkinson's disease in adults > 25 years of age, with the exception of drug-induced parkinsonism [F2, L2553].
At certain doses, the combination product of levodopa and benserazide may also be used to treat restless legs syndrome, which is sometimes associated with Parkinson's disease [L2553, T181].
There have also been some studies that have prompted the European Medicines Agency to confer orphan designation upon benserazide  hydrochloride as a potential therapy for beta thalassaemia [F3]. Although studies are ongoing, no evidence has been formally elucidated as of yet [F3]."
DB12784,
DB12785,
DB12786,
DB12787,
DB12788,
DB12789,
DB12791,
DB12792,
DB12793,
DB12794,
DB12795,
DB12796,
DB12797,
DB12798,
DB12799,
DB12800,
DB12802,
DB12803,
DB12804,
DB12805,
DB12806,
DB12807,
DB12808,Trifarotene is indicated for the topical treatment of acne vulgaris in patients 9 years of age and older.[L9013]
DB12809,
DB12810,
DB12812,
DB12813,
DB12814,
DB12815,
DB12816,
DB12817,
DB12818,
DB12819,
DB12820,
DB12821,
DB12822,
DB12823,
DB12824,
DB12825,"Lefamulin is indicated to treat adults diagnosed with community-acquired bacterial pneumonia (CABP) that is caused by susceptible bacteria. Its use should be reserved for confirmed susceptible organisms or a high probability of infection with susceptible organisms. The list of susceptible bacteria includes Streptococcus pneumoniae, Staphylococcus aureus (methicillin-susceptible), Legionella pneumophila, Haemophilus influenza, Chlamydophila pneumoniae, and Mycoplasma pneumoniae.[L8093]"
DB12826,
DB12827,
DB12829,
DB12830,
DB12831,No approved indication.
DB12832,
DB12833,
DB12834,"Secnidazole is indicated for treating trichomoniasis and bacterial vaginosis in patients 12 years of age and older.[L39524] In other countries, it is also available as a combination product with other antibacterial drugs, such as [itraconazole].[L16023]"
DB12835,"Olipudase alfa is indicated as an enzyme replacement therapy for the treatment of non-Central Nervous System manifestations of Acid Sphingomyelinase Deficiency (ASMD) in pediatric and adult patients with type A/B or type B.[L42735,L43140]"
